,Kindom,Phylum,Class,Order,Family,Genus,Species
FDZ071.RRG2.4.dereplicated_genomes.bin.30,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA2100,
FDZ071.RRG2.4.dereplicated_genomes.bin.36,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ071.RRG2.4.dereplicated_genomes.bin.46,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,
FDZ071.RRG2.4.dereplicated_genomes.bin.62,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ071.RRG2.4.dereplicated_genomes.bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6429,UBA6429,,
FDZ071.RRG2.4.dereplicated_genomes.bin.83,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GCA-2721545,
FDZ071.RRG28.30.dereplicated_genomes.bin.16,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ071.RRG28.30.dereplicated_genomes.bin.27,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ071.RRG30.32.dereplicated_genomes.bin.13,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,,
FDZ071.RRG32.34.dereplicated_genomes.bin.2,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ071.RRG34.36.dereplicated_genomes.bin.27,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ071.RRG34.36.dereplicated_genomes.bin.58,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,BMS3Bbin08,,
FDZ071.RRG8.10.dereplicated_genomes.bin.20,Bacteria,TA06,DG-26,,,,
FDZ071.RRG8.10.dereplicated_genomes.bin.48,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ071.RRR0.2.dereplicated_genomes.bin.122,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,
FDZ071.RRR0.2.dereplicated_genomes.bin.26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aurantimonas,
FDZ071.RRR0.2.dereplicated_genomes.bin.72,Bacteria,Acidobacteriota,Vicinamibacteria,Bin61,,,
FDZ071.RRR4.6.dereplicated_genomes.bin.30,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ071.RRR6.8.dereplicated_genomes.bin.17,Bacteria,Planctomycetota,J058,,,,
FDZ071.RRR6.8.dereplicated_genomes.bin.25,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,,,
FDZ071.RWG0.2.dereplicated_genomes.bin.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
FDZ071.RWG0.2.dereplicated_genomes.bin.114,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.121,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
FDZ071.RWG0.2.dereplicated_genomes.bin.122,Bacteria,Proteobacteria,Gammaproteobacteria,UBA6429,UBA6429,,
FDZ071.RWG0.2.dereplicated_genomes.bin.34,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,QNYL01,
FDZ071.RWG0.2.dereplicated_genomes.bin.35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,
FDZ071.RWG0.2.dereplicated_genomes.bin.39,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ071.RWG0.2.dereplicated_genomes.bin.47,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,,,
FDZ071.RWG0.2.dereplicated_genomes.bin.52,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
FDZ071.RWG0.2.dereplicated_genomes.bin.60,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.72,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.74,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,
FDZ071.RWG0.2.dereplicated_genomes.bin.80,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ071.RWG0.2.dereplicated_genomes.bin.82,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.86,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,UBA4486,,
FDZ071.RWG0.2.dereplicated_genomes.bin.87,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.95,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.97,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ071.RWG0.2.dereplicated_genomes.bin.99,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ071.RWG14.16.dereplicated_genomes.bin.9,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ071.RWG2.4.dereplicated_genomes.bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,,
FDZ071.RWG2.4.dereplicated_genomes.bin.56,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,
FDZ071.RWG4.6.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,
FDZ071.RWG4.6.dereplicated_genomes.bin.41,Bacteria,Myxococcota_A,UBA9160,UBA9160,,,
FDZ071.WGBa10.12.dereplicated_genomes.bin.45,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,,,
FDZ071.WGBa10.12.dereplicated_genomes.bin.72,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ071.WGBa10.12.dereplicated_genomes.bin.84,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ071.WGBa14.16.dereplicated_genomes.bin.78,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.19,Bacteria,Omnitrophota,Koll11,2-02-FULL-51-18,,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.28,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.3,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.41,Bacteria,Acidobacteriota,Mor1,,,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.54,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.75,Bacteria,Myxococcota,UBA727,UBA727,,,
FDZ071.WGBa18.20.dereplicated_genomes.bin.77,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ071.WGBa26.28.dereplicated_genomes.bin.90,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,JABMNX01,JABMNX01,
FDZ071.WGBa26.28.dereplicated_genomes.bin.93,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ071.WGBa4.6.dereplicated_genomes.bin.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Aquabacterium,
FDZ071.WGBa4.6.dereplicated_genomes.bin.85,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
FDZ071.WW0.2.dereplicated_genomes.bin.15,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,,
FDZ071.WW0.2.dereplicated_genomes.bin.35,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,UBA8639,
FDZ071.WW0.2.dereplicated_genomes.bin.44,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ071.WW0.2.dereplicated_genomes.bin.73,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ071.WW12.14.dereplicated_genomes.bin.17,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ071.WW16.18.dereplicated_genomes.bin.24,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA11373,,
FDZ071.WW26.28.dereplicated_genomes.bin.7,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ071.WW4.6.dereplicated_genomes.bin.26,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ071.WW4.6.dereplicated_genomes.bin.4,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,,
FDZ071.WW4.6.dereplicated_genomes.bin.58,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ071.WW4.6.dereplicated_genomes.bin.61,Bacteria,Patescibacteria,Gracilibacteria,,,,
FDZ072.GBeBe6.8.dereplicated_genomes.bin.20,Bacteria,Patescibacteria,Paceibacteria,UBA6257,Colwellbacteraceae,,
FDZ072.GBeBeWu.dereplicated_genomes.bin.34,Bacteria,Marinisomatota,,,,,
FDZ072.GBeBeWu.dereplicated_genomes.bin.80,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ072.GRR0.2_30_.dereplicated_genomes.bin.49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,
FDZ072.GRR12.14_26_.dereplicated_genomes.bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
FDZ072.GRR12.14_26_.dereplicated_genomes.bin.9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,
FDZ072.GRR2.4_26_.dereplicated_genomes.bin.11,Bacteria,Sumerlaeota,Sumerlaeia,,,,
FDZ072.GRR2.4_26_.dereplicated_genomes.bin.2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ072.GRR2.4_26_.dereplicated_genomes.bin.41,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ072.GRR4.6_26_.dereplicated_genomes.bin.54,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudorhizobium,
FDZ072.GRR6.8_26_.dereplicated_genomes.bin.65,Bacteria,,,,,,
FDZ072.GRR6.8_26_.dereplicated_genomes.bin.67,Bacteria,Marinisomatota,SORT01,SORT01,SORT01,SORT01,
FDZ072.GRW0.2.dereplicated_genomes.bin.101,Bacteria,Acidobacteriota,Mor1,,,,
FDZ072.GRW0.2.dereplicated_genomes.bin.26,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ072.GRW0.2.dereplicated_genomes.bin.47,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ072.GRW4.6.dereplicated_genomes.bin.13,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
FDZ072.GRW4.6.dereplicated_genomes.bin.22,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,,,
FDZ072.GWBk0.2.dereplicated_genomes.bin.104,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,,
FDZ072.GWBk0.2.dereplicated_genomes.bin.21,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SZUA-117,
FDZ072.GWBk0.2.dereplicated_genomes.bin.67,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
FDZ072.GWBk0.2.dereplicated_genomes.bin.8,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAAUQL01,
FDZ072.RRR0.2.dereplicated_genomes.bin.57,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,,
FDZ072.RRR0.2.dereplicated_genomes.bin.81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
FDZ072.RRR2.4.dereplicated_genomes.bin.151,Bacteria,Acidobacteriota,Mor1,Mor1,Mor1,,
FDZ072.RRR2.4.dereplicated_genomes.bin.28,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,SZUA-36,,
FDZ072.RRR2.4.dereplicated_genomes.bin.45,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-001735895,GCA-001735895,GCA-001735895,
FDZ072.RRR2.4.dereplicated_genomes.bin.49,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
FDZ072.RRR2.4.dereplicated_genomes.bin.55,Bacteria,Acidobacteriota,Vicinamibacteria,Bin61,,,
FDZ072.RRR2.4.dereplicated_genomes.bin.59,Bacteria,JdFR-76,JdFR-76,JdFR-76,,,
FDZ072.RRR2.4.dereplicated_genomes.bin.79,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
FDZ072.RRR2.4.dereplicated_genomes.bin.93,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,,
FDZ072.RRR32.35.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ072.RRR4.6.dereplicated_genomes.bin.23,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ072.RRR6.8.dereplicated_genomes.bin.21,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.108,Bacteria,Bdellovibrionota,,,,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.114,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA6930,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.125,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SZUA-117,
FDZ072.RYBk0.2.dereplicated_genomes.bin.13,Bacteria,Acidobacteriota,Mor1,,,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.131,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.139,Bacteria,SAR324,SAR324,SAR324,JACQKK01,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.153,Bacteria,SAR324,SAR324,SAR324,GCA-2753255,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.21,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.28,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,TK06,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.41,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.49,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.7,Bacteria,SAR324,SAR324,SAR324,GCA-2753255,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.80,Bacteria,Nitrospirota,,,,,
FDZ072.RYBk0.2.dereplicated_genomes.bin.89,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,UBA2774,,
FDZ072.RYG6.8.dereplicated_genomes.bin.14,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ072.WRR0.2.dereplicated_genomes.bin.25,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,E44-bin32,,
FDZ072.WRR12.14.dereplicated_genomes.bin.7,Bacteria,Marinisomatota,,,,,
FDZ072.Wu0.2.dereplicated_genomes.bin.23,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
FDZ072.Wu0.2.dereplicated_genomes.bin.92,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ072.Wu2.4.dereplicated_genomes.bin.21,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
FDZ072.Wu2.4.dereplicated_genomes.bin.48,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ072.Wu2.4.dereplicated_genomes.bin.91,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ072.Wu24.26.dereplicated_genomes.bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
FDZ072.Wu26.28.dereplicated_genomes.bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,2-02-FULL-58-16,,
FDZ072.WuGR16.18.dereplicated_genomes.bin.8,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ072.WuGR2.4.dereplicated_genomes.bin.15,Bacteria,SAR324,SAR324,SAR324,,,
FDZ072.WuGR2.4.dereplicated_genomes.bin.39,Bacteria,Myxococcota_A,UBA9160,SZUA-336,SZUA-336,,
FDZ072.WuGR2.4.dereplicated_genomes.bin.74,Bacteria,Acidobacteriota,Mor1,Mor1,Mor1,,
FDZ072.WuGR4.6.dereplicated_genomes.bin.20,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,,
FDZ072.WuGR4.6.dereplicated_genomes.bin.46,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,,
FDZ072.WuRW2.4.dereplicated_genomes.bin.57,Bacteria,Zixibacteria,MSB-5A5,DSPP01,WJJR01,,
FDZ072.WuWW4.6.dereplicated_genomes.bin.23,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ072.WuWW4.6.dereplicated_genomes.bin.46,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
FDZ072.WuWY0.2.dereplicated_genomes.bin.57,Bacteria,OLB16,OLB16,,,,
FDZ072.WuWY0.2.dereplicated_genomes.bin.62,Bacteria,SAR324,SAR324,SAR324,,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.101,Bacteria,Omnitrophota,Koll11,UBA10015,Kpj58rc,2-02-FULL-52-10,
FDZ072.WuWY2.4.dereplicated_genomes.bin.109,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.111,Bacteria,UBA8248,UBA8248,UBA8248,UBA8248,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.116,Bacteria,Sumerlaeota,Sumerlaeia,UBA8349,UBA8349,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.132,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.139,Bacteria,OLB16,OLB16,SURF-12,SURF-12,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.14,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.142,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,UBA10348,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,
FDZ072.WuWY2.4.dereplicated_genomes.bin.54,Bacteria,Omnitrophota,Koll11,1-14-0-20-64-10,1-14-0-20-64-10,,
FDZ072.WuWY2.4.dereplicated_genomes.bin.95,Bacteria,Acidobacteriota,Acidobacteriae,2-12-FULL-54-10,2-12-FULL-54-10,,
FDZ072.WuWY4.6.dereplicated_genomes.bin.3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,,,
FDZ072.WuWY6.8.dereplicated_genomes.bin.25,Bacteria,SAR324,SAR324,SAR324,,,
FDZ072.WuWY6.8.dereplicated_genomes.bin.44,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,,,
FDZ072.WuWY6.8.dereplicated_genomes.bin.52,Bacteria,KSB1,UBA2214,CR04bin15,CR04bin15,,
FDZ072.WuWY6.8.dereplicated_genomes.bin.63,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ072.WuWY6.8.dereplicated_genomes.bin.85,Bacteria,Acidobacteriota,UBA890,UBA890,,,
FDZ074.GRR0.2.dereplicated_genomes.bin.16,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,QQUY01,
FDZ074.GRR0.2.dereplicated_genomes.bin.17,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,ZC4RG35,,
FDZ074.GRR0.2.dereplicated_genomes.bin.47,Bacteria,Myxococcota_A,UBA9160,UBA9160,,,
FDZ074.GRR0.2.dereplicated_genomes.bin.63,Bacteria,Acidobacteriota,Mor1,,,,
FDZ074.GRR0.2.dereplicated_genomes.bin.65,Bacteria,Acidobacteriota,UBA6911,RPQK01,,,
FDZ074.GRR10.12.dereplicated_genomes.bin.22,Bacteria,Myxococcota_A,UBA9160,UBA9160,SMWR01,,
FDZ074.GRR10.12.dereplicated_genomes.bin.32,Bacteria,Krumholzibacteriota,Krumholzibacteria,,,,
FDZ074.GRR10.12.dereplicated_genomes.bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,Casp-alpha2,
FDZ074.GRR10.12.dereplicated_genomes.bin.55,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ074.GRR10.12.dereplicated_genomes.bin.57,Bacteria,Marinisomatota,,,,,
FDZ074.GRR2.4.dereplicated_genomes.bin.14,Bacteria,Chlamydiota,Chlamydiia,,,,
FDZ074.GRR2.4.dereplicated_genomes.bin.23,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rubricoccaceae,,
FDZ074.GRR2.4.dereplicated_genomes.bin.77,Bacteria,Zixibacteria,MSB-5A5,GN15,,,
FDZ074.GRR2.4.dereplicated_genomes.bin.83,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4575,UBA4575,,
FDZ074.GRR2.4.dereplicated_genomes.bin.84,Bacteria,Myxococcota_A,UBA9160,SZUA-336,SZUA-336,,
FDZ074.GRR6.8.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA2168,
FDZ074.GRR6.8.dereplicated_genomes.bin.28,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
FDZ074.GRR6.8.dereplicated_genomes.bin.38,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,,,
FDZ074.GRR6.8.dereplicated_genomes.bin.46,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,TS1B11,TS1B11,
FDZ074.GRR6.8.dereplicated_genomes.bin.69,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
FDZ074.GRR6.8.dereplicated_genomes.bin.88,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
FDZ074.GRW10.12.dereplicated_genomes.bin.18,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,,,
FDZ074.GRW10.12.dereplicated_genomes.bin.28,Bacteria,Marinisomatota,,,,,
FDZ074.GRW10.12.dereplicated_genomes.bin.35,Bacteria,Zixibacteria,MSB-5A5,GN15,12-Feb,,
FDZ074.GRW14.16.dereplicated_genomes.bin.13,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,PALSA-1355,,
FDZ074.GRW14.16.dereplicated_genomes.bin.3,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,,,
FDZ074.GRW14.16.dereplicated_genomes.bin.31,Bacteria,Acidobacteriota,UBA6911,RPQK01,,,
FDZ074.GRW14.16.dereplicated_genomes.bin.40,Bacteria,Marinisomatota,,,,,
FDZ074.GRW24.26.dereplicated_genomes.bin.19,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,,
FDZ074.GRW6.8.dereplicated_genomes.bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ074.GRW6.8.dereplicated_genomes.bin.15,Bacteria,Acidobacteriota,Mor1,,,,
FDZ074.WRR10.12.dereplicated_genomes.bin.15,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,
FDZ074.WRR12.14.dereplicated_genomes.bin.10,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,
FDZ074.WRR12.14.dereplicated_genomes.bin.19,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,
FDZ074.WRR12.14.dereplicated_genomes.bin.5,Bacteria,Marinisomatota,,,,,
FDZ074.WRR2.4.dereplicated_genomes.bin.31,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
FDZ074.WRR2.4.dereplicated_genomes.bin.40,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
FDZ074.WRR2.4.dereplicated_genomes.bin.5,Bacteria,Acidobacteriota,Vicinamibacteria,Bin61,,,
FDZ074.WRR2.4.dereplicated_genomes.bin.52,Bacteria,,,,,,
FDZ074.WRR2.4.dereplicated_genomes.bin.63,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,,
FDZ074.WRR4.6.dereplicated_genomes.bin.24,Bacteria,SAR324,SAR324,SAR324,GCA-2753255,,
FDZ074.WRR4.6.dereplicated_genomes.bin.29,Bacteria,SAR324,SAR324,SAR324,GCA-2753255,,
FDZ074.WRR4.6.dereplicated_genomes.bin.31,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,,
FDZ074.WRR4.6.dereplicated_genomes.bin.35,Bacteria,Proteobacteria,Alphaproteobacteria,UBA6615,UBA6615,,
FDZ074.WuRG2.4.dereplicated_genomes.bin.31,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,CSP1-5,CSP1-5,
FDZ074.WuRG26.28.dereplicated_genomes.bin.11,Bacteria,Omnitrophota,Koll11,UBA9649,UBA9649,,
FDZ074.WuRG28.30.dereplicated_genomes.bin.34,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ074.WuRG28.30.dereplicated_genomes.bin.40,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ074.WuRG28.30.dereplicated_genomes.bin.47,Bacteria,Patescibacteria,Paceibacteria,UBA9983,H02-45-28,,
FDZ074.WuRG28.30.dereplicated_genomes.bin.5,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
FDZ074.WuRG28.30.dereplicated_genomes.bin.6,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,,,
FDZ074.WuRG32.35.dereplicated_genomes.bin.17,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,UBA1847,
FDZ074.WuRG32.35.dereplicated_genomes.bin.45,Bacteria,Acidobacteriota,Acidobacteriae,Acidoferrales,2-02-FULL-67-57,,
